IN,year,hqcity,hqregion,founded,links,issue,weighted,unanimity,ppp,agreements,monitoring,capacity,design,implementation,financial,csterms_acc_log,csterms_eval_log,csterms_redress_log,csterms_invest_log,csterms_part_log,csterms_trans_log,info_pol,info_pres,info_def,info_time,info_app,part_govrange,part_advrange,part_conrange,eval_unit,eval_ind,eval_disc,eval_res,eval_mon,red_mech,red_ind,red_conf,red_retal,red_mon,inv_mech,inv_ind,inv_con,inv_retal,invest_mon,trans,eval,redress,invest,part,msa_comp,political,social,economic,wave,expenditures,income,contributions
AF,2018,washington,americas,2001,WB,environment,0,1,0,0,0,0,0,0,1,0.693147181,0.693147181,0,0,0.693147181,1.791759469,1,1,1,1,1,1,0.5,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,5,0,3,2,2.5,12.5,0,1,0,mfw,58.18,97.03,97.03
AFDB,1964,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1965,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1966,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1967,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1968,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1969,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1970,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1971,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1972,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1973,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1974,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1975,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1976,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1977,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1978,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1979,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ifi,,,
AFDB,1980,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1981,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1982,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1983,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1984,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1985,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1986,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1987,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1988,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1989,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1990,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1991,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1992,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ifi,,,
AFDB,1993,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,ifi,,,
AFDB,1994,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,ifi,,,
AFDB,1995,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,ifi,,,
AFDB,1996,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,ifi,,,
AFDB,1997,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,ifi,,,
AFDB,1998,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,1.386294361,0.693147181,0,1.098612289,1.791759469,1.609437912,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,0,0,1,ifi,,,
AFDB,1999,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,1.386294361,0,0,1.098612289,1.945910149,0.693147181,1,1,1,0,0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.5,5.5,0,0,1,ifi,,,
AFDB,2000,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0,0.693147181,0,1.609437912,1.098612289,0.693147181,1,1,1,0,0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.5,5.5,0,0,1,ifi,1157.028379,2502.716823,410.1586738
AFDB,2001,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,0.693147181,0,0,0,2.197224577,0.693147181,1,1,1,0,0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.5,5.5,0,0,1,ifi,1402.63384,2785.857484,762.821286
AFDB,2002,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,2.397895273,0,0,0.693147181,2.890371758,2.079441542,1,1,1,0,0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.5,5.5,0,0,1,ifi,628.9914446,1935.636993,985.8314566
AFDB,2003,tunis,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,2.564949357,2.197224577,0.693147181,0.693147181,2.708050201,2.564949357,1,1,1,0,0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.5,5.5,0,0,1,ifi,1161.502507,3066.241142,1181.420449
AFDB,2004,tunis,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,2.708050201,2.079441542,0.693147181,0,2.48490665,2.302585093,1,1,1,0,0,0.5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,3,2,3,0,0.5,8.5,0,0,1,ifi,1720.092922,3564.547049,1348.851237
AFDB,2005,tunis,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,3.36729583,1.791759469,1.386294361,0.693147181,3.17805383,3.465735903,1,1,1,0,0,0.5,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,3,2,3,3,0.5,11.5,0,0,1,ifi,1600.285014,3390.884475,1326.672712
AFDB,2006,tunis,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,3.17805383,1.945910149,1.098612289,1.386294361,2.63905733,3.17805383,1,1,1,0,0,0.5,0.5,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,3,2,3,4,1,13,0,0,1,ifi,1965.062942,5452.355833,1623.012983
AFDB,2007,tunis,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,2.564949357,2.079441542,1.386294361,2.197224577,3.526360525,2.995732274,1,1,1,0,0,0.5,0.5,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,3,5,3,4,1,16,0,0,1,ifi,2153.280442,4871.786956,1675.606914
AFDB,2008,tunis,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,3.135494216,2.772588722,0.693147181,1.945910149,3.295836866,3.17805383,1,1,1,0,0,0.5,0.5,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,3,5,3,4,1,16,0,0,1,ifi,3010.11309,5546.259433,1787.839774
AFDB,2009,tunis,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,3.218875825,2.48490665,1.791759469,1.098612289,3.135494216,3.091042453,1,1,1,0,0,0.5,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,3,5,3,4,0.5,15.5,0,0,1,ifi,3724.654291,5477.381877,1829.977079
AFDB,2010,tunis,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,2.708050201,2.833213344,1.386294361,1.609437912,3.135494216,3.401197382,1,1,1,0,0,0.5,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,3,5,3,4,1.5,16.5,0,0,1,ifi,2991.683838,4938.682166,1722.323351
AFDB,2011,tunis,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,3.784189634,2.397895273,1.609437912,2.772588722,3.970291914,3.951243719,1,1,1,0,0,0.5,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,3,5,3,4,1.5,16.5,0,0,1,ifi,3008.145092,5624.130027,2041.460801
AFDB,2012,tunis,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,4.043051268,3.17805383,0.693147181,2.48490665,3.891820298,3.931825633,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,5,5,3,4,2,19,0,0,1,ifi,2940.959764,6014.756566,2635.297995
AFDB,2013,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,4.394449155,3.218875825,1.098612289,2.197224577,4.094344562,4.532599493,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,5,5,3,4,2,19,0,0,1,ifi,3774.223636,6393.753078,2570.962644
AFDB,2014,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,4.060443011,3.258096538,2.079441542,2.63905733,4.043051268,4.110873864,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,5,5,3,4,2,19,0,0,1,ifi,3071.143573,6405.952723,2321.772009
AFDB,2015,abidjan,africa,1964,UNEP UNESCO UNCTAD ASDB IADB WB CGIAR GEF ILO IFAD UNDP UNIDO UNFPA WHO WFP COMSEC UNHCR FAO,development,1,0,0,0,0,1,1,1,1,4.158883083,3.610917913,1.791759469,2.397895273,4.276666119,4.394449155,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,5,5,4,4,2,20,0,0,1,ifi,3197.879607,5153.021307,2130.241157
